gene	Chromosome	Probe.Set.ID	Affy.SNP.ID	dbSNP.RS.ID	Physical.Position	Position.End	Strand	Number.of.individuals	OMIM	Associated.Gene																			
ALOX15B	17	AX-32351537	Affx-14429923	rs73972648	7941114	7941114	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	600179 // Cone-rod dystrophy 6 // 601777 // downstream /// 600179 // Leber congenital amaurosis 1 // 204000 // downstream	"ENST00000380183 // upstream // 1221 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000459145 // upstream // 3212 // --- // --- // --- // --- /// NM_000180 // downstream // 17456 // Hs.592109 // GUCY2D // 3000 // guanylate cyclase 2D, membrane (retina-specific) /// NM_001141 // upstream // 1244 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B"																			
ALOX15B	17	AX-32351559	Affx-14430009	rs112322387	7944069	7944069	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000380173 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000380183 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000571240 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000572022 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000573359 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039130 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039131 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001141 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B"																			
ALOX15B	17	AX-32351583	Affx-14430063	rs59352280	7946297	7946297	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000380173 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000380183 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000571240 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000572022 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000573359 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039130 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039131 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001141 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B"																			
ALOX15B	17	AX-32351591	Affx-14430077	rs34015108	7947039	7947039	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000380173 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000380183 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000571240 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000572022 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000573359 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039130 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039131 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001141 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B"																			
ALOX15B	17	AX-32351621	Affx-14430165	rs9895916	7950394	7950394	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000380173 // missense // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000380173 // splice-site // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000380183 // missense // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000380183 // splice-site // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000571240 // exon // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000571240 // splice-site // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000572022 // missense // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000572022 // splice-site // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000573359 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039130 // missense // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039130 // splice-site // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039131 // intron // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001141 // missense // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001141 // splice-site // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B"																			
ALOX15B	17	AX-32351725	Affx-14430460	rs7210099	7959200	7959200	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000571240 // downstream // 6748 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000577807 // downstream // 343 // --- // --- // --- // --- /// NM_001039130 // downstream // 6749 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 16754 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
ALOX12B	17	AX-32351763	Affx-14430613	rs58575433	7966919	7966919	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000319144 // downstream // 9035 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type /// ENST00000577807 // upstream // 5980 // --- // --- // --- // --- /// NM_001039130 // downstream // 14468 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 9035 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
ALOX12B	17	AX-32351793	Affx-14430693	rs58956766	7970030	7970030	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000319144 // downstream // 5924 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type /// ENST00000577807 // upstream // 9091 // --- // --- // --- // --- /// NM_001039130 // downstream // 17579 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 5924 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
ALOX15	17	AX-37780129	Affx-36092490	rs76960659	4566769	4566769	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000545513 // upstream // 21180 // Hs.73809 // ALOX15 // 246 // arachidonate 15-lipoxygenase /// ENST00000574876 // downstream // 7910 // Hs.744899 // PELP1 // 27043 // proline, glutamate and leucine rich protein 1 /// NM_001140 // upstream // 21809 // Hs.73809 // ALOX15 // 246 // arachidonate 15-lipoxygenase /// NM_014389 // downstream // 7910 // Hs.744899 // PELP1 // 27043 // proline, glutamate and leucine rich protein 1"																			
ALOX15	17	AX-37781061	Affx-36094273	rs117163698	6586210	6586210	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 1822 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 27382 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 1829 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 21509 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-37781607	Affx-36095419	rs74392321	7973014	7973014	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000319144 // downstream // 2940 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type /// ENST00000577807 // upstream // 12075 // --- // --- // --- // --- /// NM_001039130 // downstream // 20563 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 2940 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
ALOX15	17	AX-40191583	Affx-13973576	rs17764723	4531882	4531882	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000410497 // upstream // 8735 // --- // --- // --- // --- /// ENST00000570836 // downstream // 2315 // Hs.73809 // ALOX15 // 246 // arachidonate 15-lipoxygenase /// NM_001114974 // downstream // 20268 // Hs.441709 // SMTNL2 // 342527 // smoothelin-like 2 /// NM_001140 // downstream // 2332 // Hs.73809 // ALOX15 // 246 // arachidonate 15-lipoxygenase																			
ALOX15	17	AX-40191893	Affx-13975494	rs2255888	4545581	4545581	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000545513 // UTR-5 // 0 // Hs.73809 // ALOX15 // 246 // arachidonate 15-lipoxygenase /// ENST00000570836 // UTR-5 // 0 // Hs.73809 // ALOX15 // 246 // arachidonate 15-lipoxygenase /// NM_001140 // upstream // 621 // Hs.73809 // ALOX15 // 246 // arachidonate 15-lipoxygenase /// NM_014389 // downstream // 29098 // Hs.744899 // PELP1 // 27043 // proline, glutamate and leucine rich protein 1"																			
ALOX15	17	AX-40225265	Affx-14234830	rs218660	6565966	6565966	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 22066 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 7138 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 22073 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 1265 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-40225289	Affx-14234983	rs218663	6567190	6567190	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 20842 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 8362 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 20849 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 2489 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-40225363	Affx-14235766	rs218653	6572170	6572170	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 15862 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 13342 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 15869 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 7469 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-40225369	Affx-14235810	rs9908534	6572367	6572367	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 15665 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 13539 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 15672 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 7666 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-40225375	Affx-14235856	rs218654	6572823	6572823	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 15209 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 13995 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 15216 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 8122 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-40225413	Affx-14236255	rs12939119	6575920	6575920	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 12112 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 17092 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 12119 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 11219 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-40225483	Affx-14236954	rs666535	6582047	6582047	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 5985 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 23219 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 5992 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 17346 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-40225519	Affx-14237345	rs680625	6584878	6584878	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 3154 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 26050 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 3161 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 20177 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-40225559	Affx-14237572	rs4796539	6586754	6586754	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000433363 // downstream // 1278 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// ENST00000582609 // upstream // 27926 // --- // MIR4520A // 100616401 // microRNA 4520a /// NM_001143838 // downstream // 1285 // Hs.399496 // SLC13A5 // 284111 // solute carrier family 13 (sodium-dependent citrate transporter), member 5 /// NR_045985 // downstream // 22053 // Hs.549540 // ALOX15P1 // 100652883 // arachidonate 15-lipoxygenase pseudogene 1"																			
ALOX15	17	AX-40253133	Affx-14429660	rs4338847	7929777	7929777	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	600179 // Cone-rod dystrophy 6 // 601777 // downstream /// 600179 // Leber congenital amaurosis 1 // 204000 // downstream /// 600179 // Leber congenital amaurosis 1 // 204000 // downstream /// 600179 // Cone-rod dystrophy 6 // 601777 // downstream	"ENST00000254854 // downstream // 6120 // Hs.592109 // GUCY2D // 3000 // guanylate cyclase 2D, membrane (retina-specific) /// ENST00000459145 // downstream // 8028 // --- // --- // --- // --- /// NM_000180 // downstream // 6119 // Hs.592109 // GUCY2D // 3000 // guanylate cyclase 2D, membrane (retina-specific) /// NM_001141 // upstream // 12581 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B"																			
ALOX15	17	AX-40253141	Affx-14429705	rs11078728	7932116	7932116	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	600179 // Cone-rod dystrophy 6 // 601777 // downstream /// 600179 // Leber congenital amaurosis 1 // 204000 // downstream /// 600179 // Leber congenital amaurosis 1 // 204000 // downstream /// 600179 // Cone-rod dystrophy 6 // 601777 // downstream	"ENST00000254854 // downstream // 8459 // Hs.592109 // GUCY2D // 3000 // guanylate cyclase 2D, membrane (retina-specific) /// ENST00000459145 // downstream // 5689 // --- // --- // --- // --- /// NM_000180 // downstream // 8458 // Hs.592109 // GUCY2D // 3000 // guanylate cyclase 2D, membrane (retina-specific) /// NM_001141 // upstream // 10242 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B"																			
ALOX15B	17	AX-40253173	Affx-14430109	---	7948175	7948175	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	"ENST00000380173 // synon // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000380183 // synon // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000571240 // exon // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000572022 // synon // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000573359 // synon // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039130 // synon // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001039131 // synon // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001141 // synon // 0 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B"																			
